property_master_id,rera_id,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-96D14D57735E,,Unregistered,,,,,0,1.0,0
PROP-7C5DABD0826B,,Unregistered,,,,,0,1.0,0
PROP-CF37E21D04F0,,Unregistered,,,,,0,1.0,0
PROP-5A93ECCCA934,RERA-TEL-44684034,Ongoing,36.0,49.0,73.5,43.0,11,0.818,4
PROP-BFC4BA69B1FD,RERA-MHA-34118198,Completed,24.0,24.0,100.0,109.0,6,0.667,0
PROP-033786CD55DF,RERA-MHA-05508474,Ongoing,24.0,37.0,64.9,93.0,10,0.8,1
PROP-07FD97265E08,,Unregistered,,,,,0,1.0,0
PROP-E87988C7452C,RERA-MHA-58732430,Completed,36.0,27.0,100.0,45.0,11,0.455,0
PROP-DA2083113828,RERA-MHA-80516935,Ongoing,37.0,50.0,74.0,120.0,22,0.136,0
PROP-E3304A56CA33,RERA-MHA-96436707,Ongoing,9.0,58.0,15.5,18.0,9,0.333,0
PROP-BDDA9BE2A725,,Unregistered,,,,,0,1.0,0
PROP-92AC7D5C7E18,RERA-MHA-23829705,Ongoing,39.0,54.0,72.2,101.0,14,0.714,3
PROP-89CDAD51D2E3,RERA-MHA-02294256,Ongoing,6.0,32.0,18.8,64.0,7,0.714,2
PROP-A952D42BE5C1,,Unregistered,,,,,0,1.0,0
PROP-58A66BCF9BC4,,Unregistered,,,,,0,1.0,0
PROP-83A74B308D02,RERA-MHA-68224450,Ongoing,8.0,38.0,21.1,55.0,10,0.4,0
PROP-A24C1A2A436D,RERA-MHA-83683352,Ongoing,38.0,48.0,79.2,137.0,14,0.857,0
PROP-5AC744D2811D,,Unregistered,,,,,0,1.0,0
PROP-35112A2D7B2F,RERA-MHA-79948099,Completed,41.0,31.0,100.0,37.0,11,0.636,0
PROP-64FB0E91411A,,Unregistered,,,,,0,1.0,0
PROP-459B7695BE7B,RERA-MHA-60806956,Ongoing,38.0,60.0,63.3,229.0,13,0.692,0
PROP-E68C72AA97E5,,Unregistered,,,,,0,1.0,0
PROP-3D84680B3250,RERA-MHA-80308652,Ongoing,6.0,41.0,14.6,43.0,11,0.818,2
PROP-FAC4C69AB051,,Unregistered,,,,,0,1.0,0
PROP-11BFD5EF8BD3,,Unregistered,,,,,0,1.0,0
PROP-0C78CA7B7E7C,RERA-MHA-97409675,Ongoing,25.0,50.0,50.0,65.0,22,0.591,1
PROP-06C99F496015,,Unregistered,,,,,0,1.0,0
PROP-EB51D49ABCFF,RERA-MHA-16674054,Ongoing,40.0,44.0,90.9,111.0,7,0.571,1
PROP-804670C66D51,RERA-MHA-76973878,Completed,40.0,27.0,100.0,149.0,7,0.857,1
PROP-65F6262609ED,RERA-MHA-25630786,Ongoing,8.0,37.0,21.6,167.0,4,0.5,0
PROP-410C9393C969,RERA-MHA-19306567,Ongoing,17.0,37.0,45.9,52.0,14,0.5,0
PROP-FDECEAA546D1,RERA-MHA-64488932,Ongoing,34.0,53.0,64.2,243.0,5,0.8,0
PROP-E4C87C68E8B6,RERA-MHA-30979912,Ongoing,34.0,49.0,69.4,101.0,14,0.643,0
PROP-9DF18B6C1B1F,RERA-MHA-85946224,Completed,26.0,25.0,100.0,10.0,11,0.818,0
PROP-19434463DFB3,RERA-MHA-63954120,Ongoing,26.0,42.0,61.9,139.0,16,0.875,3
PROP-50CFA42E23E9,RERA-MHA-25999289,Ongoing,19.0,43.0,44.2,103.0,13,0.692,0
PROP-D746AAE1783A,RERA-MHA-72431338,Ongoing,8.0,33.0,24.2,127.0,4,0.5,0
PROP-0325D6C6211A,,Unregistered,,,,,0,1.0,0
PROP-A623EC9C1FD9,,Unregistered,,,,,0,1.0,0
PROP-BA7B7F0C15B8,,Unregistered,,,,,0,1.0,0
PROP-4D0FBECB9B11,RERA-MHA-76480774,Ongoing,32.0,38.0,84.2,50.0,13,0.154,0
PROP-DFFE7AF6B819,,Unregistered,,,,,0,1.0,0
PROP-3DDB0F55D369,RERA-MHA-56493344,Ongoing,38.0,48.0,79.2,214.0,14,0.714,3
PROP-C7BBC04ED996,,Unregistered,,,,,0,1.0,0
PROP-435F0CDB069E,RERA-MHA-71485843,Completed,41.0,34.0,100.0,210.0,6,0.833,0
PROP-9532B0CCF0FE,RERA-MHA-91027891,Ongoing,41.0,58.0,70.7,11.0,13,0.615,0
PROP-42E06638378B,RERA-MHA-90593194,Ongoing,8.0,51.0,15.7,114.0,17,0.529,0
PROP-3464E411BE9D,,Unregistered,,,,,0,1.0,0
PROP-59204782637C,,Unregistered,,,,,0,1.0,0
PROP-EB4514BFA1ED,RERA-MHA-14355034,Ongoing,8.0,36.0,22.2,75.0,11,0.909,1
PROP-1DCC2F844CDE,,Unregistered,,,,,0,1.0,0
PROP-63CEAAB317BC,,Unregistered,,,,,0,1.0,0
PROP-0749D20672E1,RERA-MHA-29778564,Ongoing,34.0,58.0,58.6,49.0,25,0.56,2
PROP-917CC2CC1FC5,,Unregistered,,,,,0,1.0,0
PROP-E6B78CFFEC28,,Unregistered,,,,,0,1.0,0
PROP-D31A53E98564,RERA-MHA-46976343,Ongoing,29.0,32.0,90.6,38.0,20,0.8,1
PROP-4FD4122CB71C,RERA-MHA-55983871,Ongoing,37.0,46.0,80.4,63.0,14,0.857,2
PROP-6B82E697D8B4,,Unregistered,,,,,0,1.0,0
PROP-1C8BB5DA92AD,RERA-MHA-31231548,Ongoing,30.0,38.0,78.9,37.0,8,0.25,0
PROP-2F7D90EC1D26,RERA-MHA-10709277,Ongoing,39.0,50.0,78.0,28.0,10,0.3,0
PROP-22BC9FEDD8DF,RERA-MHA-68129323,Ongoing,13.0,59.0,22.0,121.0,4,0.5,0
PROP-A5C368BFA404,,Unregistered,,,,,0,1.0,0
PROP-2109AB057B1C,RERA-MHA-23119830,Ongoing,8.0,48.0,16.7,81.0,22,0.591,1
PROP-5C1C04E5479F,RERA-MHA-39647683,Ongoing,13.0,52.0,25.0,35.0,67,0.358,2
PROP-09F9EF98EFDE,,Unregistered,,,,,0,1.0,0
PROP-D62A394EADCC,RERA-MHA-30985020,Completed,38.0,24.0,100.0,24.0,11,0.727,0
PROP-D1AFC4410D56,RERA-MHA-56212397,Ongoing,15.0,51.0,29.4,108.0,7,0.286,0
PROP-AF68F36384B0,RERA-MHA-42776440,Ongoing,10.0,39.0,25.6,32.0,5,0.8,0
PROP-C9DEEF9F6FD0,RERA-MHA-65998436,Ongoing,22.0,28.0,78.6,165.0,13,0.923,2
PROP-B400F04E0E24,,Unregistered,,,,,0,1.0,0
PROP-9889138F8920,,Unregistered,,,,,0,1.0,0
PROP-4194CFF38CFB,RERA-MHA-85471397,Ongoing,7.0,45.0,15.6,78.0,12,0.917,3
PROP-2E90E7123022,,Unregistered,,,,,0,1.0,0
PROP-44B10BC9C192,RERA-MHA-79445742,Ongoing,8.0,33.0,24.2,104.0,23,0.13,0
PROP-5B0E4391CBD0,RERA-MHA-27276625,Ongoing,31.0,33.0,93.9,140.0,14,0.857,0
PROP-A1F681CE3261,,Unregistered,,,,,0,1.0,0
PROP-6993B8D02E65,,Unregistered,,,,,0,1.0,0
PROP-337865F58DA8,RERA-MHA-05825533,Ongoing,19.0,44.0,43.2,143.0,15,0.533,0
PROP-1DAC5D1661C9,,Unregistered,,,,,0,1.0,0
PROP-CD391AA021AF,,Unregistered,,,,,0,1.0,0
PROP-79970B67223E,,Unregistered,,,,,0,1.0,0
PROP-24B4B4BF9927,RERA-MHA-78399771,Ongoing,25.0,45.0,55.6,129.0,6,0.667,2
PROP-05CBC5643D66,RERA-MHA-11364095,Ongoing,35.0,59.0,59.3,35.0,17,0.824,4
PROP-D729A78C52B0,,Unregistered,,,,,0,1.0,0
PROP-EC2D3805900F,,Unregistered,,,,,0,1.0,0
PROP-AB1EA9AE170E,,Unregistered,,,,,0,1.0,0
PROP-D7AD1C6A7D3A,RERA-MHA-63244979,Ongoing,25.0,40.0,62.5,169.0,14,0.857,1
PROP-F864CBDBA75D,RERA-MHA-81650103,Completed,29.0,26.0,100.0,30.0,17,0.824,2
PROP-F0F81B0BC1C8,,Unregistered,,,,,0,1.0,0
PROP-6ECA2D14049B,,Unregistered,,,,,0,1.0,0
PROP-4051473C3A5B,RERA-MHA-05199995,Ongoing,29.0,48.0,60.4,96.0,20,0.55,0
PROP-A98841921BA6,RERA-MHA-75889904,Completed,38.0,25.0,100.0,60.0,7,0.714,0
PROP-32657488B9E8,,Unregistered,,,,,0,1.0,0
PROP-31C798C91564,,Unregistered,,,,,0,1.0,0
PROP-1C7147461B42,,Unregistered,,,,,0,1.0,0
PROP-857ABC7EBE6D,RERA-MHA-08430466,Ongoing,28.0,53.0,52.8,16.0,9,0.667,0
PROP-AB4C07B9BC30,RERA-MHA-06066086,Ongoing,36.0,49.0,73.5,48.0,35,0.686,1
PROP-C2C410B4F241,RERA-MHA-23430265,Ongoing,11.0,26.0,42.3,66.0,12,0.917,2
PROP-5DB14DD84E54,RERA-MHA-56505944,Ongoing,10.0,39.0,25.6,46.0,20,0.6,0
PROP-84F6421EDE4E,,Unregistered,,,,,0,1.0,0
PROP-3F4454965A48,RERA-MHA-27274553,Ongoing,7.0,27.0,25.9,31.0,10,0.6,0
PROP-F22AF2C9CF80,RERA-MHA-86523936,Ongoing,22.0,24.0,91.7,131.0,30,0.333,0
PROP-39EC31393F7D,,Unregistered,,,,,0,1.0,0
PROP-5943EA2A5D22,RERA-MHA-31073539,Ongoing,21.0,52.0,40.4,133.0,16,0.938,1
PROP-FC3176B032E9,,Unregistered,,,,,0,1.0,0
PROP-C5043E7B12DB,RERA-MHA-76693240,Completed,38.0,28.0,100.0,47.0,12,0.333,0
PROP-A16F9ADC7001,RERA-MHA-35713272,Ongoing,38.0,59.0,64.4,27.0,7,0.571,0
PROP-9731DD766F55,RERA-MHA-41306194,Ongoing,8.0,29.0,27.6,170.0,7,0.286,0
PROP-A58ABE59D1C0,RERA-MHA-48822780,Ongoing,6.0,27.0,22.2,53.0,20,0.5,1
PROP-00315A001814,RERA-MHA-93714744,Ongoing,22.0,46.0,47.8,43.0,15,0.667,0
PROP-DC3C2145E1AC,RERA-MHA-11691448,Ongoing,14.0,43.0,32.6,141.0,11,0.818,1
PROP-20279FF20606,RERA-MHA-59891828,Ongoing,26.0,58.0,44.8,134.0,24,0.458,1
PROP-9680CBC7A7A6,RERA-MHA-56493243,Ongoing,13.0,46.0,28.3,201.0,17,0.529,0
PROP-8136F83D7170,,Unregistered,,,,,0,1.0,0
PROP-7A4D86018A7F,RERA-MHA-53215457,Ongoing,19.0,58.0,32.8,102.0,26,0.462,0
PROP-847C3C0603B5,RERA-MHA-51893582,Ongoing,8.0,53.0,15.1,28.0,5,0.8,1
PROP-A2BF7AD5FD14,RERA-MHA-99844695,Completed,41.0,25.0,100.0,34.0,9,0.444,0
PROP-83A0CE638481,,Unregistered,,,,,0,1.0,0
PROP-AACB0EDB3CAD,,Unregistered,,,,,0,1.0,0
PROP-47606276CAAE,,Unregistered,,,,,0,1.0,0
PROP-6684001AD233,,Unregistered,,,,,0,1.0,0
PROP-390D907F7A22,RERA-MHA-58440762,Ongoing,32.0,46.0,69.6,6.0,21,0.571,0
PROP-3DA1017957EC,,Unregistered,,,,,0,1.0,0
PROP-4E118A59B503,,Unregistered,,,,,0,1.0,0
PROP-C667A737D7EA,,Unregistered,,,,,0,1.0,0
PROP-214061A9C533,,Unregistered,,,,,0,1.0,0
PROP-244F7E8BC79C,,Unregistered,,,,,0,1.0,0
PROP-ED878CB19279,RERA-MHA-70571286,Completed,36.0,35.0,100.0,117.0,12,0.75,1
PROP-5F749377C704,,Unregistered,,,,,0,1.0,0
PROP-E452AD5A4404,RERA-MHA-76012372,Ongoing,22.0,47.0,46.8,34.0,15,0.933,6
PROP-29354BFCA92E,RERA-MHA-91708046,Ongoing,28.0,51.0,54.9,16.0,16,0.812,2
PROP-3DE22E2FAEFB,RERA-MHA-09680527,Ongoing,13.0,38.0,34.2,52.0,11,0.545,0
PROP-0A1560B47D8E,RERA-MHA-20658276,Ongoing,18.0,56.0,32.1,267.0,13,0.538,0
PROP-94916EFDF710,,Unregistered,,,,,0,1.0,0
PROP-08DBBE71230F,,Unregistered,,,,,0,1.0,0
PROP-CF3FB24BB8F2,,Unregistered,,,,,0,1.0,0
PROP-4611EF24FF83,RERA-MHA-72739227,Ongoing,9.0,47.0,19.1,12.0,4,0.5,0
PROP-FC41E076AEEC,,Unregistered,,,,,0,1.0,0
PROP-BD07EDEEFD63,RERA-MHA-98060304,Ongoing,10.0,26.0,38.5,75.0,12,0.75,0
PROP-D4AB82AAEDF3,RERA-MHA-00796123,Ongoing,25.0,54.0,46.3,160.0,9,0.889,0
PROP-37403A1EBF78,,Unregistered,,,,,0,1.0,0
PROP-2697837484DD,RERA-MHA-85137732,Completed,51.0,34.0,100.0,170.0,4,1.0,0
PROP-B5E2BBC31EBB,RERA-MHA-87383020,Ongoing,26.0,29.0,89.7,102.0,23,0.696,2
PROP-9038318484A5,,Unregistered,,,,,0,1.0,0
PROP-0C1C785B029D,,Unregistered,,,,,0,1.0,0
PROP-831D0B45FF07,RERA-MHA-06151194,Ongoing,20.0,32.0,62.5,257.0,8,0.75,1
PROP-B213C1A8E9E0,,Unregistered,,,,,0,1.0,0
PROP-0BB7151DF54D,RERA-MHA-56057220,Ongoing,30.0,31.0,96.8,8.0,8,0.625,0
PROP-E714F442AC5D,RERA-MHA-08362860,Ongoing,6.0,58.0,10.3,98.0,7,0.571,0
PROP-8344B7189CB6,RERA-MHA-16596809,Completed,64.0,36.0,100.0,48.0,5,1.0,0
PROP-D83A653D5CBD,RERA-MHA-71063160,Ongoing,14.0,60.0,23.3,31.0,5,0.2,0
PROP-6C7CB462CBA6,RERA-MHA-88368389,Ongoing,27.0,50.0,54.0,179.0,13,0.692,3
PROP-6F8ADE2DA9CB,RERA-MHA-22583731,Ongoing,41.0,53.0,77.4,109.0,8,0.875,0
PROP-880AF5FA1E9C,RERA-MHA-09741279,Ongoing,44.0,59.0,74.6,55.0,24,0.458,0
PROP-1A6056801C5B,,Unregistered,,,,,0,1.0,0
PROP-4CED068E4811,RERA-MHA-58930726,Ongoing,24.0,59.0,40.7,20.0,6,0.833,0
PROP-5E34837B01A0,RERA-MHA-03172083,Ongoing,37.0,56.0,66.1,105.0,7,0.286,0
PROP-F84B60F447BC,RERA-MHA-34867678,Ongoing,24.0,44.0,54.5,68.0,8,0.5,0
PROP-33AAF0F0A443,RERA-MHA-36528570,Ongoing,24.0,27.0,88.9,116.0,8,0.25,0
PROP-3D155579B3EB,RERA-MHA-28884519,Ongoing,25.0,42.0,59.5,72.0,15,0.6,0
PROP-D7B7F8CB47B9,RERA-MHA-79282203,Ongoing,13.0,44.0,29.5,23.0,11,0.636,1
PROP-7AD56FD2714E,RERA-MHA-92938424,Completed,30.0,24.0,100.0,60.0,14,0.786,1
PROP-A9C7A3E046AF,,Unregistered,,,,,0,1.0,0
PROP-EFAE46B5DEB4,RERA-MHA-43082543,Ongoing,44.0,51.0,86.3,90.0,10,0.5,0
PROP-C8F49114F394,RERA-MHA-14218551,Ongoing,29.0,49.0,59.2,234.0,9,0.556,0
PROP-5672465254C1,RERA-MHA-43082543,Ongoing,38.0,51.0,74.5,90.0,10,0.5,0
PROP-7EEE386448A5,RERA-MHA-47656940,Ongoing,26.0,29.0,89.7,31.0,21,0.524,0
PROP-4B6F43CD82AD,RERA-MHA-43082543,Ongoing,29.0,51.0,56.9,90.0,9,0.222,0
PROP-2FB6AD94BDC2,RERA-MHA-43082543,Ongoing,47.0,51.0,92.2,90.0,10,0.5,0
PROP-32DAD2974AB6,RERA-MHA-77793457,Ongoing,7.0,53.0,13.2,121.0,6,0.333,0
PROP-25C3E2C103A7,RERA-MHA-36528570,Completed,39.0,27.0,100.0,116.0,8,0.625,0
PROP-20624740FCE0,RERA-MHA-00760872,Ongoing,14.0,31.0,45.2,52.0,5,0.2,0
PROP-9C919ECBC53F,RERA-MHA-30186200,Ongoing,26.0,57.0,45.6,229.0,7,0.143,0
PROP-490E94B57E13,RERA-MHA-71364448,Ongoing,30.0,47.0,63.8,190.0,15,0.533,0
PROP-655183B17567,RERA-MHA-11364095,Ongoing,29.0,59.0,49.2,35.0,17,0.706,3
PROP-5AC016816982,RERA-MHA-43082543,Completed,56.0,51.0,100.0,90.0,10,0.9,0
PROP-B01AAF1FFAE3,RERA-MHA-36179209,Ongoing,15.0,59.0,25.4,272.0,7,0.0,0
PROP-326E2B7C1DC9,RERA-MHA-76516399,Completed,41.0,24.0,100.0,155.0,8,0.25,0
PROP-C1177CD3700D,RERA-MHA-80671021,Ongoing,19.0,59.0,32.2,70.0,43,0.698,2
PROP-028C309C4073,RERA-MHA-36528570,Completed,42.0,27.0,100.0,116.0,8,0.625,0
PROP-FF7F92C6F0F5,RERA-MHA-29317706,Ongoing,8.0,30.0,26.7,62.0,4,0.75,0
PROP-FE5D6B81B35A,RERA-MHA-09768589,Ongoing,11.0,25.0,44.0,94.0,21,0.571,0
PROP-7D35CF0857A3,RERA-MHA-55566073,Ongoing,7.0,24.0,29.2,29.0,5,0.6,0
PROP-4BB2A5544384,RERA-MHA-06544350,Ongoing,12.0,57.0,21.1,80.0,13,0.692,2
PROP-CD728F9A3235,RERA-MHA-76516399,Completed,74.0,24.0,100.0,155.0,10,0.7,1
PROP-91A4C0FA36E4,RERA-MHA-80137382,Ongoing,36.0,48.0,75.0,162.0,18,0.556,0
PROP-26D060DB9149,RERA-MHA-16596809,Ongoing,31.0,36.0,86.1,48.0,5,0.4,0
PROP-9389EAB94135,RERA-MHA-27142592,Ongoing,14.0,51.0,27.5,46.0,15,0.2,0
PROP-63CC4394F5E4,,Unregistered,,,,,0,1.0,0
PROP-30A508CF4B77,,Unregistered,,,,,0,1.0,0
PROP-4DD3B3D3C1DF,,Unregistered,,,,,0,1.0,0
PROP-C176453B3341,,Unregistered,,,,,0,1.0,0
PROP-464467AF55E2,,Unregistered,,,,,0,1.0,0
PROP-52AD767BFA40,RERA-MHA-41494863,Ongoing,9.0,30.0,30.0,72.0,14,0.786,1
PROP-1FEF065BC139,,Unregistered,,,,,0,1.0,0
PROP-01CDCF101CC0,RERA-MHA-54252812,Completed,38.0,36.0,100.0,212.0,11,0.455,0
PROP-CA9CD8865399,RERA-MHA-60940169,Ongoing,11.0,52.0,21.2,35.0,13,0.615,3
PROP-96D616A2A639,,Unregistered,,,,,0,1.0,0
PROP-B380FA6FAE17,RERA-MHA-47110087,Ongoing,29.0,40.0,72.5,41.0,8,0.375,0
PROP-1CAB0F1AD2C8,RERA-MHA-39254078,Ongoing,36.0,58.0,62.1,13.0,11,0.636,0
PROP-54825C9967C9,RERA-MHA-03674725,Ongoing,16.0,39.0,41.0,105.0,8,0.625,0
PROP-8A5280BE3040,RERA-MHA-22471210,Ongoing,16.0,47.0,34.0,102.0,11,0.818,1
PROP-46022B7A1D8C,RERA-MHA-01051545,Ongoing,15.0,27.0,55.6,45.0,15,0.8,0
PROP-97EA4FF40F77,RERA-MHA-22392654,Ongoing,36.0,53.0,67.9,97.0,35,0.2,0
PROP-DC99147FBB02,,Unregistered,,,,,0,1.0,0
PROP-EA1738BE4410,,Unregistered,,,,,0,1.0,0
PROP-50A996DB83E5,RERA-MHA-44455525,Ongoing,31.0,43.0,72.1,191.0,15,0.4,0
PROP-4A3BB2880E30,,Unregistered,,,,,0,1.0,0
PROP-AD9F34D767B7,,Unregistered,,,,,0,1.0,0
PROP-BF7075D3C2DB,RERA-MHA-60662856,Ongoing,30.0,56.0,53.6,165.0,13,0.846,1
PROP-78D915862311,RERA-MHA-43888564,Ongoing,38.0,50.0,76.0,17.0,10,0.7,0
PROP-CC915AD77372,,Unregistered,,,,,0,1.0,0
PROP-92169C293603,RERA-MHA-80061773,Ongoing,19.0,28.0,67.9,71.0,8,0.75,0
PROP-DB14FD3B08DF,,Unregistered,,,,,0,1.0,0
PROP-24E94FE4128F,,Unregistered,,,,,0,1.0,0
PROP-92AEAF1C2C12,RERA-MHA-32364302,Ongoing,24.0,49.0,49.0,107.0,10,0.3,0
PROP-6E54A2F2551A,RERA-MHA-26648899,Ongoing,13.0,25.0,52.0,23.0,25,0.52,0
PROP-B3CCDA231613,RERA-MHA-06994104,Ongoing,34.0,47.0,72.3,251.0,9,0.667,1
PROP-56C2EBEE270B,RERA-MHA-66910697,Ongoing,27.0,59.0,45.8,209.0,11,0.727,1
PROP-9BD450E907D7,RERA-MHA-56522244,Ongoing,10.0,36.0,27.8,71.0,19,0.158,0
PROP-8E3575E928DD,,Unregistered,,,,,0,1.0,0
PROP-C1C6C430A7A7,,Unregistered,,,,,0,1.0,0
PROP-6E6A723B4A89,RERA-MHA-30742805,Ongoing,15.0,27.0,55.6,245.0,17,0.647,0
PROP-7A48B23A0219,RERA-MHA-51308698,Ongoing,20.0,30.0,66.7,96.0,11,0.545,0
PROP-E42451C52F6E,RERA-MHA-77678160,Completed,38.0,32.0,100.0,43.0,12,0.833,2
PROP-FDAB31AC036F,RERA-MHA-01362276,Ongoing,34.0,37.0,91.9,108.0,14,0.786,0
PROP-18E2EB75F309,,Unregistered,,,,,0,1.0,0
PROP-3BA4FAD1034E,,Unregistered,,,,,0,1.0,0
PROP-D8B796CF17A0,RERA-MHA-82473240,Ongoing,10.0,59.0,16.9,190.0,8,0.375,1
PROP-7B97F42299D4,,Unregistered,,,,,0,1.0,0
PROP-F9DB8A32FEB4,,Unregistered,,,,,0,1.0,0
PROP-4717E3F2097F,,Unregistered,,,,,0,1.0,0
PROP-2C327FE41DDF,RERA-MHA-95142268,Ongoing,26.0,55.0,47.3,92.0,21,0.714,2
PROP-CDB4B5377EA0,RERA-MHA-31844585,Completed,31.0,31.0,100.0,66.0,12,0.917,1
PROP-E54C4CC4143D,,Unregistered,,,,,0,1.0,0
PROP-E29C63AD5DA8,RERA-MHA-70842612,Ongoing,22.0,27.0,81.5,31.0,13,0.385,0
PROP-D5311679AE9D,RERA-MHA-87533846,Ongoing,14.0,33.0,42.4,248.0,9,0.556,0
PROP-CE7614DF255F,RERA-MHA-97450376,Ongoing,26.0,48.0,54.2,29.0,5,0.8,0
PROP-9FD3F637B94E,RERA-MHA-59600521,Ongoing,39.0,50.0,78.0,16.0,4,0.5,2
PROP-B3D44366C3F3,,Unregistered,,,,,0,1.0,0
PROP-315C8B76C4BC,RERA-MHA-64623424,Completed,38.0,27.0,100.0,51.0,13,0.846,2
PROP-50F217F39435,,Unregistered,,,,,0,1.0,0
PROP-4A43651FB0AF,RERA-MHA-21832449,Ongoing,23.0,25.0,92.0,50.0,5,0.4,0
PROP-DA52A83AFCA8,RERA-MHA-03674725,Ongoing,7.0,39.0,17.9,105.0,8,0.5,0
PROP-E74260B3B33A,RERA-MHA-34778405,Ongoing,23.0,44.0,52.3,64.0,16,0.312,0
PROP-359EEE86227E,,Unregistered,,,,,0,1.0,0
PROP-E6964200CB59,RERA-MHA-12853272,Ongoing,22.0,37.0,59.5,46.0,7,0.571,0
PROP-2E1CE1747278,,Unregistered,,,,,0,1.0,0
PROP-FE820987190F,RERA-MHA-50267908,Ongoing,6.0,50.0,12.0,73.0,8,0.5,0
PROP-5DE3DEA3BE05,,Unregistered,,,,,0,1.0,0
PROP-3E43F8CF38FD,RERA-MHA-06992588,Ongoing,22.0,49.0,44.9,157.0,14,0.714,0
PROP-EBAA024FD979,RERA-MHA-11572673,Ongoing,35.0,38.0,92.1,69.0,10,0.8,1
PROP-E4876A9CAC1C,RERA-MHA-71762962,Ongoing,8.0,47.0,17.0,18.0,14,0.786,4
PROP-69FEFB65AD95,RERA-MHA-50267908,Ongoing,15.0,50.0,30.0,73.0,8,0.625,0
PROP-D985CC723D0F,RERA-MHA-71364448,Ongoing,18.0,47.0,38.3,190.0,15,0.4,0
PROP-20FBF349FE05,RERA-MHA-14002721,Ongoing,11.0,30.0,36.7,33.0,10,0.2,0
PROP-7B0C8E3B9F2F,,Unregistered,,,,,0,1.0,0
PROP-A33813256EF4,RERA-MHA-71843246,Ongoing,20.0,55.0,36.4,209.0,15,0.933,3
PROP-3F887D3D3C68,RERA-MHA-16567102,Ongoing,40.0,56.0,71.4,95.0,5,0.2,0
PROP-E773723ADE06,RERA-MHA-40216556,Ongoing,14.0,57.0,24.6,28.0,15,0.133,0
PROP-B375E861CEC9,RERA-MHA-07341474,Ongoing,24.0,51.0,47.1,60.0,9,0.222,0
PROP-DD320D8AA42A,,Unregistered,,,,,0,1.0,0
PROP-B5535347FB8B,RERA-MHA-25503847,Ongoing,9.0,24.0,37.5,39.0,13,0.462,0
PROP-83BCD1EF01F4,,Unregistered,,,,,0,1.0,0
PROP-6656DD7777AE,,Unregistered,,,,,0,1.0,0
PROP-2E2C23055288,RERA-MHA-17412965,Ongoing,31.0,59.0,52.5,23.0,9,0.333,0
PROP-8DD2C54E796C,,Unregistered,,,,,0,1.0,0
PROP-891A6B20ACB8,,Unregistered,,,,,0,1.0,0
PROP-660764886262,,Unregistered,,,,,0,1.0,0
PROP-B138AC5017CC,RERA-MHA-56551259,Ongoing,21.0,50.0,42.0,122.0,16,0.375,0
PROP-F8117BE0D442,RERA-MHA-40400064,Ongoing,26.0,49.0,53.1,128.0,13,0.308,0
PROP-3D3EC1625601,RERA-MHA-52081067,Ongoing,9.0,34.0,26.5,104.0,9,0.889,3
PROP-F08007D6613C,RERA-MHA-34731552,Ongoing,22.0,54.0,40.7,105.0,8,0.5,0
PROP-117DDBFDD586,RERA-MHA-79911191,Ongoing,9.0,33.0,27.3,12.0,3,0.667,0
PROP-B2DC9B22A96B,RERA-MHA-05152854,Ongoing,32.0,52.0,61.5,93.0,12,0.417,0
PROP-99031BFB4ECC,,Unregistered,,,,,0,1.0,0
PROP-41829DBEA606,RERA-MHA-96436707,Ongoing,57.0,58.0,98.3,18.0,12,0.667,1
PROP-5B1A52EAB459,RERA-MHA-45852497,Ongoing,7.0,34.0,20.6,120.0,14,0.357,0
PROP-48657BACA46E,RERA-MHA-87874615,Ongoing,21.0,32.0,65.6,48.0,9,0.556,0
PROP-DF5B66744274,,Unregistered,,,,,0,1.0,0
PROP-9698B1FD63CB,,Unregistered,,,,,0,1.0,0
PROP-6ACF63DF6103,RERA-MHA-53386422,Ongoing,12.0,28.0,42.9,194.0,7,0.571,1
PROP-53D84ADB72F7,,Unregistered,,,,,0,1.0,0
PROP-3AC5013587D8,,Unregistered,,,,,0,1.0,0
PROP-76E182AF040E,RERA-MHA-44056950,Ongoing,20.0,57.0,35.1,155.0,17,0.294,0
PROP-CE4828430917,RERA-MHA-91002790,Ongoing,40.0,55.0,72.7,68.0,6,0.333,0
PROP-D7CC421350A1,RERA-MHA-07078048,Ongoing,14.0,53.0,26.4,75.0,12,0.583,0
PROP-F2179414A132,RERA-MHA-99011292,Ongoing,22.0,51.0,43.1,60.0,11,0.727,0
PROP-3C67DB68DF15,RERA-MHA-23304301,Ongoing,27.0,41.0,65.9,98.0,14,0.786,1
PROP-3DB4AC2481FA,,Unregistered,,,,,0,1.0,0
PROP-9E7BCF04EDE8,,Unregistered,,,,,0,1.0,0
PROP-F7091F6C9009,,Unregistered,,,,,0,1.0,0
PROP-9556A698C038,,Unregistered,,,,,0,1.0,0
PROP-F3D1D603A062,RERA-MHA-34060564,Ongoing,22.0,43.0,51.2,48.0,10,0.9,0
PROP-8A62CC23BE71,,Unregistered,,,,,0,1.0,0
PROP-C606CE4261EB,,Unregistered,,,,,0,1.0,0
PROP-7F755EFBEA4E,RERA-MHA-90248387,Ongoing,13.0,48.0,27.1,69.0,15,0.533,0
PROP-C9A9AE8D102C,,Unregistered,,,,,0,1.0,0
PROP-388726FF7ECA,,Unregistered,,,,,0,1.0,0
