property_master_id,rera_id,rera_registered,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-D1C4246934A9,RERA-TEL-25949703,1,Ongoing,13.0,34.0,38.2,197.0,12,0.667,0
PROP-5D2ADCE712AC,RERA-TEL-54555015,1,Ongoing,33.0,35.0,94.3,23.0,11,0.091,0
PROP-F7E3FF1C01E3,,0,Unregistered,,,,,0,1.0,0
PROP-DF470A53E18D,RERA-TEL-81795932,1,Ongoing,18.0,49.0,36.7,205.0,39,0.385,0
PROP-B322CA0F2F56,RERA-TEL-04893578,1,Ongoing,28.0,41.0,68.3,96.0,10,0.8,1
PROP-2BEED94D876B,RERA-TEL-68980534,1,Ongoing,16.0,57.0,28.1,54.0,13,0.769,0
PROP-D1248BFC02BF,,0,Unregistered,,,,,0,1.0,0
PROP-24154292A436,RERA-TEL-22432962,1,Ongoing,20.0,24.0,83.3,30.0,8,0.625,1
PROP-57452ECF0F62,RERA-TEL-66353154,1,Ongoing,16.0,53.0,30.2,137.0,12,0.75,0
PROP-FFEFE0787466,RERA-TEL-99569006,1,Completed,32.0,29.0,100.0,197.0,12,0.75,0
PROP-84D7599902B4,,0,Unregistered,,,,,0,1.0,0
PROP-A8C14D9EB520,,0,Unregistered,,,,,0,1.0,0
PROP-92CC5FCC0984,,0,Unregistered,,,,,0,1.0,0
PROP-57B08CFE88BF,,0,Unregistered,,,,,0,1.0,0
PROP-8A49E0672652,,0,Unregistered,,,,,0,1.0,0
PROP-A552D3B92FDE,,0,Unregistered,,,,,0,1.0,0
PROP-A4554CD4EA11,RERA-TEL-81416781,1,Ongoing,11.0,58.0,19.0,67.0,6,0.667,0
PROP-8E87C2F71D48,RERA-TEL-67058714,1,Ongoing,20.0,59.0,33.9,103.0,15,0.667,5
PROP-40C4B6226DC7,,0,Unregistered,,,,,0,1.0,0
PROP-2CF16027C624,,0,Unregistered,,,,,0,1.0,0
PROP-1037B9ED0782,RERA-TEL-53235521,1,Completed,31.0,24.0,100.0,153.0,12,0.917,2
PROP-D8BA302A8FC5,,0,Unregistered,,,,,0,1.0,0
PROP-2E8EED5D805B,,0,Unregistered,,,,,0,1.0,0
PROP-10DA99B2C2D4,,0,Unregistered,,,,,0,1.0,0
PROP-718FE67E2594,,0,Unregistered,,,,,0,1.0,0
PROP-FF527CB4BAC7,RERA-TEL-34067367,1,Ongoing,24.0,34.0,70.6,50.0,11,0.818,0
PROP-C7624F0F7B43,,0,Unregistered,,,,,0,1.0,0
PROP-18502A7488C5,,0,Unregistered,,,,,0,1.0,0
PROP-8B7EA326E510,,0,Unregistered,,,,,0,1.0,0
PROP-7E568CF43565,RERA-TEL-73161796,1,Ongoing,49.0,58.0,84.5,63.0,13,0.846,2
PROP-5158293C886B,RERA-TEL-12136466,1,Ongoing,24.0,56.0,42.9,83.0,13,0.692,0
PROP-639A2572325C,RERA-TEL-13441320,1,Ongoing,14.0,40.0,35.0,65.0,9,0.778,0
PROP-20BE653DBACB,RERA-TEL-13245190,1,Ongoing,8.0,53.0,15.1,241.0,19,0.526,0
PROP-E6354CB5C66F,RERA-TEL-20834152,1,Ongoing,38.0,53.0,71.7,141.0,11,0.364,0
PROP-5D03C388F594,RERA-TEL-15407665,1,Ongoing,35.0,54.0,64.8,86.0,4,0.5,0
PROP-65C414540ADA,,0,Unregistered,,,,,0,1.0,0
PROP-3C8A1176A0A5,RERA-TEL-34892996,1,Ongoing,18.0,50.0,36.0,14.0,12,0.75,2
PROP-5741A3F5146F,RERA-TEL-07762550,1,Completed,41.0,27.0,100.0,62.0,12,0.833,2
PROP-A5170B64DDC8,RERA-TEL-44872647,1,Ongoing,25.0,29.0,86.2,187.0,12,0.917,1
PROP-B5A0CEED682C,,0,Unregistered,,,,,0,1.0,0
PROP-C87B5AC627F5,,0,Unregistered,,,,,0,1.0,0
PROP-E350D28F5F97,,0,Unregistered,,,,,0,1.0,0
PROP-FD652FFB4F9C,,0,Unregistered,,,,,0,1.0,0
PROP-57B346A38F6C,RERA-TEL-14594941,1,Ongoing,7.0,26.0,26.9,145.0,7,0.571,0
PROP-A990EAC71B34,,0,Unregistered,,,,,0,1.0,0
PROP-BD83B0D4BE9A,RERA-TEL-90374261,1,Completed,71.0,31.0,100.0,37.0,12,0.917,2
PROP-1E407215FBA1,RERA-TEL-06339740,1,Completed,56.0,30.0,100.0,111.0,21,0.81,3
PROP-9FF2C5F05F14,,0,Unregistered,,,,,0,1.0,0
PROP-A48661B98700,RERA-TEL-62417375,1,Completed,37.0,31.0,100.0,66.0,13,0.308,0
PROP-52847602F1D0,RERA-TEL-04988742,1,Ongoing,12.0,60.0,20.0,135.0,14,0.857,6
PROP-62F82DCBCB25,RERA-TEL-90374261,1,Completed,53.0,31.0,100.0,37.0,12,0.75,0
PROP-52E1C694A74F,,0,Unregistered,,,,,0,1.0,0
PROP-32AFBDC58406,RERA-TEL-13181895,1,Ongoing,17.0,58.0,29.3,24.0,12,0.917,1
PROP-A80FB995A83C,RERA-TEL-57641172,1,Ongoing,34.0,46.0,73.9,87.0,23,0.174,0
PROP-6917BBFDBE3D,,0,Unregistered,,,,,0,1.0,0
PROP-293923DEF999,RERA-TEL-67056559,1,Ongoing,13.0,39.0,33.3,118.0,10,0.6,0
PROP-5B4D5EE8A111,RERA-TEL-02726125,1,Ongoing,7.0,49.0,14.3,113.0,3,0.333,0
PROP-668E4D8175B5,,0,Unregistered,,,,,0,1.0,0
PROP-A099729894CA,RERA-TEL-67560762,1,Ongoing,28.0,29.0,96.6,38.0,8,0.5,0
PROP-1C6609E8B542,RERA-TEL-74401893,1,Ongoing,27.0,33.0,81.8,118.0,20,0.4,0
PROP-C52D2F036131,,0,Unregistered,,,,,0,1.0,0
PROP-F25320DA9F98,,0,Unregistered,,,,,0,1.0,0
PROP-CCC36D1A9238,,0,Unregistered,,,,,0,1.0,0
PROP-20B626D0F2EA,RERA-TEL-01465882,1,Ongoing,20.0,47.0,42.6,35.0,6,0.333,0
PROP-B88BD1389DDA,RERA-TEL-35823248,1,Ongoing,14.0,40.0,35.0,41.0,17,0.824,2
PROP-D72B4D2887EB,RERA-TEL-33438609,1,Ongoing,11.0,29.0,37.9,24.0,14,0.286,0
PROP-BBA6EBC53C91,RERA-TEL-91421952,1,Ongoing,10.0,31.0,32.3,126.0,20,0.75,4
PROP-06653760EAB7,,0,Unregistered,,,,,0,1.0,0
PROP-D7FA7C53760C,,0,Unregistered,,,,,0,1.0,0
PROP-F6C69791252D,,0,Unregistered,,,,,0,1.0,0
PROP-F02C2A35A0CE,RERA-TEL-17374230,1,Ongoing,12.0,47.0,25.5,160.0,12,0.75,0
PROP-20AA8B170055,RERA-TEL-60755892,1,Ongoing,18.0,36.0,50.0,172.0,4,0.75,0
PROP-FB2F55B6BDE7,,0,Unregistered,,,,,0,1.0,0
PROP-8F7C8EBD5588,,0,Unregistered,,,,,0,1.0,0
PROP-4A2CCE9FF953,RERA-TEL-78998287,1,Completed,37.0,24.0,100.0,10.0,8,0.625,0
PROP-B25F1EE876ED,,0,Unregistered,,,,,0,1.0,0
PROP-423AC111986E,RERA-TEL-27587772,1,Ongoing,26.0,38.0,68.4,28.0,9,0.556,0
PROP-E884B4869477,RERA-TEL-91901571,1,Ongoing,9.0,25.0,36.0,40.0,67,0.284,0
PROP-196B8CA5F817,,0,Unregistered,,,,,0,1.0,0
PROP-C6132A4E1294,RERA-TEL-06339740,1,Ongoing,14.0,30.0,46.7,111.0,17,0.176,0
PROP-8A0B08B9115B,RERA-TEL-27167496,1,Ongoing,26.0,51.0,51.0,33.0,13,0.385,0
PROP-B6B072279040,RERA-TEL-98116065,1,Ongoing,11.0,48.0,22.9,73.0,14,0.5,0
PROP-6D515EEC031E,RERA-TEL-76200169,1,Completed,39.0,36.0,100.0,32.0,16,0.75,1
PROP-357AE65DE2E2,RERA-TEL-40211564,1,Ongoing,17.0,43.0,39.5,157.0,23,0.522,0
PROP-C5E838EAC018,,0,Unregistered,,,,,0,1.0,0
PROP-5AB840AED209,RERA-TEL-85878422,1,Ongoing,28.0,47.0,59.6,80.0,13,0.538,0
PROP-8A0B2941FE8D,,0,Unregistered,,,,,0,1.0,0
PROP-535412824887,RERA-TEL-39541773,1,Ongoing,7.0,28.0,25.0,50.0,5,0.6,1
PROP-48F225346956,,0,Unregistered,,,,,0,1.0,0
PROP-889EF17714F3,RERA-TEL-52579584,1,Ongoing,22.0,51.0,43.1,101.0,12,0.917,2
PROP-7530E7CD300A,RERA-TEL-52275144,1,Ongoing,10.0,52.0,19.2,16.0,12,0.667,0
PROP-F52F9D91055B,,0,Unregistered,,,,,0,1.0,0
PROP-B5B8575308D0,RERA-TEL-48349058,1,Ongoing,28.0,48.0,58.3,136.0,11,0.545,0
PROP-077A939BFEE8,RERA-TEL-09025011,1,Ongoing,41.0,46.0,89.1,39.0,18,0.278,0
PROP-8C737BAFA747,RERA-TEL-52275144,1,Ongoing,10.0,52.0,19.2,16.0,12,0.667,0
PROP-8010D37C32C0,,0,Unregistered,,,,,0,1.0,0
PROP-31151B4B9A58,,0,Unregistered,,,,,0,1.0,0
PROP-434DBB289A5A,,0,Unregistered,,,,,0,1.0,0
PROP-4DF35769ADFB,,0,Unregistered,,,,,0,1.0,0
PROP-E3A248B4600C,RERA-TEL-78708796,1,Ongoing,10.0,31.0,32.3,141.0,8,0.375,0
PROP-BE274D340BE2,,0,Unregistered,,,,,0,1.0,0
PROP-F4919EF70EC2,RERA-TEL-35918261,1,Ongoing,15.0,26.0,57.7,90.0,13,0.538,1
PROP-1224A837102F,RERA-TEL-11334186,1,Ongoing,24.0,45.0,53.3,192.0,4,0.75,0
PROP-B024A23E5B23,,0,Unregistered,,,,,0,1.0,0
PROP-89D5F212B4AD,RERA-TEL-26360581,1,Completed,39.0,29.0,100.0,67.0,11,0.455,0
PROP-FA7CB90CB817,,0,Unregistered,,,,,0,1.0,0
PROP-EB006A681793,,0,Unregistered,,,,,0,1.0,0
PROP-542F7EC71F1C,RERA-TEL-74549125,1,Ongoing,27.0,42.0,64.3,100.0,8,0.5,0
PROP-3769D2D9412A,,0,Unregistered,,,,,0,1.0,0
PROP-E6617D08335A,,0,Unregistered,,,,,0,1.0,0
PROP-838CA3E9700D,RERA-TEL-51634020,1,Ongoing,14.0,43.0,32.6,49.0,14,0.857,3
PROP-56B3F1F2509F,RERA-TEL-65695790,1,Ongoing,12.0,27.0,44.4,115.0,16,0.688,3
PROP-18E6C8F6DD2A,RERA-TEL-31712447,1,Ongoing,13.0,52.0,25.0,216.0,7,0.714,0
PROP-D1B8CF49DE5E,,0,Unregistered,,,,,0,1.0,0
PROP-E035FF99FA84,,0,Unregistered,,,,,0,1.0,0
PROP-8E9CD438FAAF,,0,Unregistered,,,,,0,1.0,0
PROP-90C4DEFE07AE,RERA-TEL-53928733,1,Ongoing,11.0,54.0,20.4,189.0,5,0.6,0
PROP-C6B03F338B5E,RERA-TEL-89729354,1,Ongoing,12.0,31.0,38.7,159.0,10,0.5,2
PROP-4FA26FA9B6BF,,0,Unregistered,,,,,0,1.0,0
PROP-40ABE0A5BA9E,,0,Unregistered,,,,,0,1.0,0
PROP-541C9CDEF397,RERA-TEL-41575921,1,Ongoing,39.0,41.0,95.1,81.0,22,0.364,0
PROP-8E13C5D7545C,RERA-TEL-64694716,1,Ongoing,10.0,24.0,41.7,232.0,9,0.889,2
PROP-7CDB27CCC56B,,0,Unregistered,,,,,0,1.0,0
PROP-BE17005A9A15,RERA-TEL-40211564,1,Ongoing,14.0,43.0,32.6,157.0,22,0.364,0
PROP-90B315A513D6,,0,Unregistered,,,,,0,1.0,0
PROP-A6E0D427219E,,0,Unregistered,,,,,0,1.0,0
PROP-3D548FDC0144,,0,Unregistered,,,,,0,1.0,0
PROP-55B8C2C99F09,,0,Unregistered,,,,,0,1.0,0
PROP-0F6035EF3201,,0,Unregistered,,,,,0,1.0,0
PROP-D9D4ABFD4D32,,0,Unregistered,,,,,0,1.0,0
PROP-AC39FFFD2C4D,,0,Unregistered,,,,,0,1.0,0
PROP-DB6AF703BAB7,RERA-TEL-48938464,1,Ongoing,6.0,39.0,15.4,83.0,8,0.75,2
PROP-E8F503B5CE48,,0,Unregistered,,,,,0,1.0,0
PROP-68999F45BB7D,,0,Unregistered,,,,,0,1.0,0
PROP-96D14D57735E,,0,Unregistered,,,,,0,1.0,0
PROP-7C5DABD0826B,,0,Unregistered,,,,,0,1.0,0
PROP-CF37E21D04F0,,0,Unregistered,,,,,0,1.0,0
PROP-5A93ECCCA934,RERA-TEL-44684034,1,Ongoing,36.0,49.0,73.5,43.0,11,0.818,4
PROP-BFC4BA69B1FD,RERA-MHA-34118198,1,Completed,24.0,24.0,100.0,109.0,6,0.667,0
PROP-033786CD55DF,RERA-MHA-05508474,1,Ongoing,24.0,37.0,64.9,93.0,10,0.8,1
PROP-07FD97265E08,,0,Unregistered,,,,,0,1.0,0
PROP-E87988C7452C,RERA-MHA-58732430,1,Completed,36.0,27.0,100.0,45.0,11,0.455,0
PROP-DA2083113828,RERA-MHA-80516935,1,Ongoing,37.0,50.0,74.0,120.0,22,0.136,0
PROP-E3304A56CA33,RERA-MHA-96436707,1,Ongoing,9.0,58.0,15.5,18.0,9,0.333,0
PROP-BDDA9BE2A725,,0,Unregistered,,,,,0,1.0,0
PROP-92AC7D5C7E18,RERA-MHA-23829705,1,Ongoing,39.0,54.0,72.2,101.0,14,0.714,3
PROP-89CDAD51D2E3,RERA-MHA-02294256,1,Ongoing,6.0,32.0,18.8,64.0,7,0.714,2
PROP-A952D42BE5C1,,0,Unregistered,,,,,0,1.0,0
PROP-58A66BCF9BC4,,0,Unregistered,,,,,0,1.0,0
PROP-83A74B308D02,RERA-MHA-68224450,1,Ongoing,8.0,38.0,21.1,55.0,10,0.4,0
PROP-A24C1A2A436D,RERA-MHA-83683352,1,Ongoing,38.0,48.0,79.2,137.0,14,0.857,0
PROP-5AC744D2811D,,0,Unregistered,,,,,0,1.0,0
PROP-35112A2D7B2F,RERA-MHA-79948099,1,Completed,41.0,31.0,100.0,37.0,11,0.636,0
PROP-64FB0E91411A,,0,Unregistered,,,,,0,1.0,0
PROP-459B7695BE7B,RERA-MHA-60806956,1,Ongoing,38.0,60.0,63.3,229.0,13,0.692,0
PROP-E68C72AA97E5,,0,Unregistered,,,,,0,1.0,0
PROP-3D84680B3250,RERA-MHA-80308652,1,Ongoing,6.0,41.0,14.6,43.0,11,0.818,2
PROP-FAC4C69AB051,,0,Unregistered,,,,,0,1.0,0
PROP-11BFD5EF8BD3,,0,Unregistered,,,,,0,1.0,0
PROP-0C78CA7B7E7C,RERA-MHA-97409675,1,Ongoing,25.0,50.0,50.0,65.0,22,0.591,1
PROP-06C99F496015,,0,Unregistered,,,,,0,1.0,0
PROP-EB51D49ABCFF,RERA-MHA-16674054,1,Ongoing,40.0,44.0,90.9,111.0,7,0.571,1
PROP-804670C66D51,RERA-MHA-76973878,1,Completed,40.0,27.0,100.0,149.0,7,0.857,1
PROP-65F6262609ED,RERA-MHA-25630786,1,Ongoing,8.0,37.0,21.6,167.0,4,0.5,0
PROP-410C9393C969,RERA-MHA-19306567,1,Ongoing,17.0,37.0,45.9,52.0,14,0.5,0
PROP-FDECEAA546D1,RERA-MHA-64488932,1,Ongoing,34.0,53.0,64.2,243.0,5,0.8,0
PROP-E4C87C68E8B6,RERA-MHA-30979912,1,Ongoing,34.0,49.0,69.4,101.0,14,0.643,0
PROP-9DF18B6C1B1F,RERA-MHA-85946224,1,Completed,26.0,25.0,100.0,10.0,11,0.818,0
PROP-19434463DFB3,RERA-MHA-63954120,1,Ongoing,26.0,42.0,61.9,139.0,16,0.875,3
PROP-50CFA42E23E9,RERA-MHA-25999289,1,Ongoing,19.0,43.0,44.2,103.0,13,0.692,0
PROP-D746AAE1783A,RERA-MHA-72431338,1,Ongoing,8.0,33.0,24.2,127.0,4,0.5,0
PROP-0325D6C6211A,,0,Unregistered,,,,,0,1.0,0
PROP-A623EC9C1FD9,,0,Unregistered,,,,,0,1.0,0
PROP-BA7B7F0C15B8,,0,Unregistered,,,,,0,1.0,0
PROP-4D0FBECB9B11,RERA-MHA-76480774,1,Ongoing,32.0,38.0,84.2,50.0,13,0.154,0
PROP-DFFE7AF6B819,,0,Unregistered,,,,,0,1.0,0
PROP-3DDB0F55D369,RERA-MHA-56493344,1,Ongoing,38.0,48.0,79.2,214.0,14,0.714,3
PROP-C7BBC04ED996,,0,Unregistered,,,,,0,1.0,0
PROP-435F0CDB069E,RERA-MHA-71485843,1,Completed,41.0,34.0,100.0,210.0,6,0.833,0
PROP-9532B0CCF0FE,RERA-MHA-91027891,1,Ongoing,41.0,58.0,70.7,11.0,13,0.615,0
PROP-42E06638378B,RERA-MHA-90593194,1,Ongoing,8.0,51.0,15.7,114.0,17,0.529,0
PROP-3464E411BE9D,,0,Unregistered,,,,,0,1.0,0
PROP-59204782637C,,0,Unregistered,,,,,0,1.0,0
PROP-EB4514BFA1ED,RERA-MHA-14355034,1,Ongoing,8.0,36.0,22.2,75.0,11,0.909,1
PROP-1DCC2F844CDE,,0,Unregistered,,,,,0,1.0,0
PROP-63CEAAB317BC,,0,Unregistered,,,,,0,1.0,0
PROP-0749D20672E1,RERA-MHA-29778564,1,Ongoing,34.0,58.0,58.6,49.0,25,0.56,2
PROP-917CC2CC1FC5,,0,Unregistered,,,,,0,1.0,0
PROP-E6B78CFFEC28,,0,Unregistered,,,,,0,1.0,0
PROP-D31A53E98564,RERA-MHA-46976343,1,Ongoing,29.0,32.0,90.6,38.0,20,0.8,1
PROP-4FD4122CB71C,RERA-MHA-55983871,1,Ongoing,37.0,46.0,80.4,63.0,14,0.857,2
PROP-6B82E697D8B4,,0,Unregistered,,,,,0,1.0,0
PROP-1C8BB5DA92AD,RERA-MHA-31231548,1,Ongoing,30.0,38.0,78.9,37.0,8,0.25,0
PROP-2F7D90EC1D26,RERA-MHA-10709277,1,Ongoing,39.0,50.0,78.0,28.0,10,0.3,0
PROP-22BC9FEDD8DF,RERA-MHA-68129323,1,Ongoing,13.0,59.0,22.0,121.0,4,0.5,0
PROP-A5C368BFA404,,0,Unregistered,,,,,0,1.0,0
PROP-2109AB057B1C,RERA-MHA-23119830,1,Ongoing,8.0,48.0,16.7,81.0,22,0.591,1
PROP-5C1C04E5479F,RERA-MHA-39647683,1,Ongoing,13.0,52.0,25.0,35.0,67,0.358,2
PROP-09F9EF98EFDE,,0,Unregistered,,,,,0,1.0,0
PROP-D62A394EADCC,RERA-MHA-30985020,1,Completed,38.0,24.0,100.0,24.0,11,0.727,0
PROP-D1AFC4410D56,RERA-MHA-56212397,1,Ongoing,15.0,51.0,29.4,108.0,7,0.286,0
PROP-AF68F36384B0,RERA-MHA-42776440,1,Ongoing,10.0,39.0,25.6,32.0,5,0.8,0
PROP-C9DEEF9F6FD0,RERA-MHA-65998436,1,Ongoing,22.0,28.0,78.6,165.0,13,0.923,2
PROP-B400F04E0E24,,0,Unregistered,,,,,0,1.0,0
PROP-9889138F8920,,0,Unregistered,,,,,0,1.0,0
PROP-4194CFF38CFB,RERA-MHA-85471397,1,Ongoing,7.0,45.0,15.6,78.0,12,0.917,3
PROP-2E90E7123022,,0,Unregistered,,,,,0,1.0,0
PROP-44B10BC9C192,RERA-MHA-79445742,1,Ongoing,8.0,33.0,24.2,104.0,23,0.13,0
PROP-5B0E4391CBD0,RERA-MHA-27276625,1,Ongoing,31.0,33.0,93.9,140.0,14,0.857,0
PROP-A1F681CE3261,,0,Unregistered,,,,,0,1.0,0
PROP-6993B8D02E65,,0,Unregistered,,,,,0,1.0,0
PROP-337865F58DA8,RERA-MHA-05825533,1,Ongoing,19.0,44.0,43.2,143.0,15,0.533,0
PROP-1DAC5D1661C9,,0,Unregistered,,,,,0,1.0,0
PROP-CD391AA021AF,,0,Unregistered,,,,,0,1.0,0
PROP-79970B67223E,,0,Unregistered,,,,,0,1.0,0
PROP-24B4B4BF9927,RERA-MHA-78399771,1,Ongoing,25.0,45.0,55.6,129.0,6,0.667,2
PROP-05CBC5643D66,RERA-MHA-11364095,1,Ongoing,35.0,59.0,59.3,35.0,17,0.824,4
PROP-D729A78C52B0,,0,Unregistered,,,,,0,1.0,0
PROP-EC2D3805900F,,0,Unregistered,,,,,0,1.0,0
PROP-AB1EA9AE170E,,0,Unregistered,,,,,0,1.0,0
PROP-D7AD1C6A7D3A,RERA-MHA-63244979,1,Ongoing,25.0,40.0,62.5,169.0,14,0.857,1
PROP-F864CBDBA75D,RERA-MHA-81650103,1,Completed,29.0,26.0,100.0,30.0,17,0.824,2
PROP-F0F81B0BC1C8,,0,Unregistered,,,,,0,1.0,0
PROP-6ECA2D14049B,,0,Unregistered,,,,,0,1.0,0
PROP-4051473C3A5B,RERA-MHA-05199995,1,Ongoing,29.0,48.0,60.4,96.0,20,0.55,0
PROP-A98841921BA6,RERA-MHA-75889904,1,Completed,38.0,25.0,100.0,60.0,7,0.714,0
PROP-32657488B9E8,,0,Unregistered,,,,,0,1.0,0
PROP-31C798C91564,,0,Unregistered,,,,,0,1.0,0
PROP-1C7147461B42,,0,Unregistered,,,,,0,1.0,0
PROP-857ABC7EBE6D,RERA-MHA-08430466,1,Ongoing,28.0,53.0,52.8,16.0,9,0.667,0
PROP-AB4C07B9BC30,RERA-MHA-06066086,1,Ongoing,36.0,49.0,73.5,48.0,35,0.686,1
PROP-C2C410B4F241,RERA-MHA-23430265,1,Ongoing,11.0,26.0,42.3,66.0,12,0.917,2
PROP-5DB14DD84E54,RERA-MHA-56505944,1,Ongoing,10.0,39.0,25.6,46.0,20,0.6,0
PROP-84F6421EDE4E,,0,Unregistered,,,,,0,1.0,0
PROP-3F4454965A48,RERA-MHA-27274553,1,Ongoing,7.0,27.0,25.9,31.0,10,0.6,0
PROP-F22AF2C9CF80,RERA-MHA-86523936,1,Ongoing,22.0,24.0,91.7,131.0,30,0.333,0
PROP-39EC31393F7D,,0,Unregistered,,,,,0,1.0,0
PROP-5943EA2A5D22,RERA-MHA-31073539,1,Ongoing,21.0,52.0,40.4,133.0,16,0.938,1
PROP-FC3176B032E9,,0,Unregistered,,,,,0,1.0,0
PROP-C5043E7B12DB,RERA-MHA-76693240,1,Completed,38.0,28.0,100.0,47.0,12,0.333,0
PROP-A16F9ADC7001,RERA-MHA-35713272,1,Ongoing,38.0,59.0,64.4,27.0,7,0.571,0
PROP-9731DD766F55,RERA-MHA-41306194,1,Ongoing,8.0,29.0,27.6,170.0,7,0.286,0
PROP-A58ABE59D1C0,RERA-MHA-48822780,1,Ongoing,6.0,27.0,22.2,53.0,20,0.5,1
PROP-00315A001814,RERA-MHA-93714744,1,Ongoing,22.0,46.0,47.8,43.0,15,0.667,0
PROP-DC3C2145E1AC,RERA-MHA-11691448,1,Ongoing,14.0,43.0,32.6,141.0,11,0.818,1
PROP-20279FF20606,RERA-MHA-59891828,1,Ongoing,26.0,58.0,44.8,134.0,24,0.458,1
PROP-9680CBC7A7A6,RERA-MHA-56493243,1,Ongoing,13.0,46.0,28.3,201.0,17,0.529,0
PROP-8136F83D7170,,0,Unregistered,,,,,0,1.0,0
PROP-7A4D86018A7F,RERA-MHA-53215457,1,Ongoing,19.0,58.0,32.8,102.0,26,0.462,0
PROP-847C3C0603B5,RERA-MHA-51893582,1,Ongoing,8.0,53.0,15.1,28.0,5,0.8,1
PROP-A2BF7AD5FD14,RERA-MHA-99844695,1,Completed,41.0,25.0,100.0,34.0,9,0.444,0
PROP-83A0CE638481,,0,Unregistered,,,,,0,1.0,0
PROP-AACB0EDB3CAD,,0,Unregistered,,,,,0,1.0,0
PROP-47606276CAAE,,0,Unregistered,,,,,0,1.0,0
PROP-6684001AD233,,0,Unregistered,,,,,0,1.0,0
PROP-390D907F7A22,RERA-MHA-58440762,1,Ongoing,32.0,46.0,69.6,6.0,21,0.571,0
PROP-3DA1017957EC,,0,Unregistered,,,,,0,1.0,0
PROP-4E118A59B503,,0,Unregistered,,,,,0,1.0,0
PROP-C667A737D7EA,,0,Unregistered,,,,,0,1.0,0
PROP-214061A9C533,,0,Unregistered,,,,,0,1.0,0
PROP-244F7E8BC79C,,0,Unregistered,,,,,0,1.0,0
PROP-ED878CB19279,RERA-MHA-70571286,1,Completed,36.0,35.0,100.0,117.0,12,0.75,1
PROP-5F749377C704,,0,Unregistered,,,,,0,1.0,0
PROP-E452AD5A4404,RERA-MHA-76012372,1,Ongoing,22.0,47.0,46.8,34.0,15,0.933,6
PROP-29354BFCA92E,RERA-MHA-91708046,1,Ongoing,28.0,51.0,54.9,16.0,16,0.812,2
PROP-3DE22E2FAEFB,RERA-MHA-09680527,1,Ongoing,13.0,38.0,34.2,52.0,11,0.545,0
PROP-0A1560B47D8E,RERA-MHA-20658276,1,Ongoing,18.0,56.0,32.1,267.0,13,0.538,0
PROP-94916EFDF710,,0,Unregistered,,,,,0,1.0,0
PROP-08DBBE71230F,,0,Unregistered,,,,,0,1.0,0
PROP-CF3FB24BB8F2,,0,Unregistered,,,,,0,1.0,0
PROP-4611EF24FF83,RERA-MHA-72739227,1,Ongoing,9.0,47.0,19.1,12.0,4,0.5,0
PROP-FC41E076AEEC,,0,Unregistered,,,,,0,1.0,0
PROP-BD07EDEEFD63,RERA-MHA-98060304,1,Ongoing,10.0,26.0,38.5,75.0,12,0.75,0
PROP-D4AB82AAEDF3,RERA-MHA-00796123,1,Ongoing,25.0,54.0,46.3,160.0,9,0.889,0
PROP-37403A1EBF78,,0,Unregistered,,,,,0,1.0,0
PROP-2697837484DD,RERA-MHA-85137732,1,Completed,51.0,34.0,100.0,170.0,4,1.0,0
PROP-B5E2BBC31EBB,RERA-MHA-87383020,1,Ongoing,26.0,29.0,89.7,102.0,23,0.696,2
PROP-9038318484A5,,0,Unregistered,,,,,0,1.0,0
PROP-0C1C785B029D,,0,Unregistered,,,,,0,1.0,0
PROP-831D0B45FF07,RERA-MHA-06151194,1,Ongoing,20.0,32.0,62.5,257.0,8,0.75,1
PROP-B213C1A8E9E0,,0,Unregistered,,,,,0,1.0,0
PROP-0BB7151DF54D,RERA-MHA-56057220,1,Ongoing,30.0,31.0,96.8,8.0,8,0.625,0
PROP-E714F442AC5D,RERA-MHA-08362860,1,Ongoing,6.0,58.0,10.3,98.0,7,0.571,0
PROP-8344B7189CB6,RERA-MHA-16596809,1,Completed,64.0,36.0,100.0,48.0,5,1.0,0
PROP-D83A653D5CBD,RERA-MHA-71063160,1,Ongoing,14.0,60.0,23.3,31.0,5,0.2,0
PROP-6C7CB462CBA6,RERA-MHA-88368389,1,Ongoing,27.0,50.0,54.0,179.0,13,0.692,3
PROP-6F8ADE2DA9CB,RERA-MHA-22583731,1,Ongoing,41.0,53.0,77.4,109.0,8,0.875,0
PROP-880AF5FA1E9C,RERA-MHA-09741279,1,Ongoing,44.0,59.0,74.6,55.0,24,0.458,0
PROP-1A6056801C5B,,0,Unregistered,,,,,0,1.0,0
PROP-4CED068E4811,RERA-MHA-58930726,1,Ongoing,24.0,59.0,40.7,20.0,6,0.833,0
PROP-5E34837B01A0,RERA-MHA-03172083,1,Ongoing,37.0,56.0,66.1,105.0,7,0.286,0
PROP-F84B60F447BC,RERA-MHA-34867678,1,Ongoing,24.0,44.0,54.5,68.0,8,0.5,0
PROP-33AAF0F0A443,RERA-MHA-36528570,1,Ongoing,24.0,27.0,88.9,116.0,8,0.25,0
PROP-3D155579B3EB,RERA-MHA-28884519,1,Ongoing,25.0,42.0,59.5,72.0,15,0.6,0
PROP-D7B7F8CB47B9,RERA-MHA-79282203,1,Ongoing,13.0,44.0,29.5,23.0,11,0.636,1
